HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,13173,0.010000,131.730000,0.011000,144.903000
USA,USA-NW-0001-0001,0,0.150000,0.000000,0.011000,0.000000
USA,USA-DK-0003-0001,14880,0.000250,3.720000,0.000210,3.124800
USA,USA-SD-0001-0001,2313302,0.000250,578.325500,0.000210,485.793420
USA,USA-VM-0001-0001,8960,0.125000,1120.000000,0.106000,949.760000
USA,USA-NW-0002-0001,1488,0.036400,54.163200,0.023300,34.670400
USA,USA-DK-0002-0001,372000,0.000250,93.000000,0.000210,78.120000
USA,USA-DK-0001-0001,260400,0.000250,65.100000,0.000210,54.684000
Total,-,-,2046.0387,-,1751.05562
