HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,1894,0.010000,18.940000,0.011000,20.834000
USA,USA-NW-0001-0001,2,0.150000,0.300000,0.011000,0.022000
USA,USA-VM-0001-0011,301,2.000000,602.000000,1.700000,511.700000
USA,USA-SD-0001-0001,32500,0.000250,8.125000,0.000210,6.825000
USA,USA-VM-0001-0004,611,0.995000,607.945000,0.850000,519.350000
USA,USA-DK-0002-0001,24400,0.000250,6.100000,0.000210,5.124000
USA,USA-DK-0001-0001,271400,0.000250,67.850000,0.000210,56.994000
Total,-,-,1311.26,-,1120.849
