HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,744,0.010000,7.440000,0.011000,8.184000
USA,USA-DK-0003-0001,7440,0.000250,1.860000,0.000210,1.562400
USA,USA-DK-0003-0002,7440,0.000250,1.860000,0.000210,1.562400
USA,USA-SD-0001-0001,238080,0.000250,59.520000,0.000210,49.996800
USA,USA-VM-0001-0001,4461,0.125000,557.625000,0.106000,472.866000
USA,USA-DK-0002-0001,14880,0.000250,3.720000,0.000210,3.124800
USA,USA-NW-0002-0001,1715,0.036400,62.426000,0.023300,39.959500
USA,USA-DK-0001-0001,111600,0.000250,27.900000,0.000210,23.436000
Total,-,-,722.351,-,600.6919
