HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,1750,0.010000,17.500000,0.011000,19.250000
USA,USA-SD-0001-0001,120000,0.000250,30.000000,0.000210,25.200000
USA,USA-VM-0001-0002,250,0.249000,62.250000,0.213000,53.250000
USA,USA-VM-0001-0001,250,0.125000,31.250000,0.106000,26.500000
USA,USA-NW-0001-0001,3,0.150000,0.450000,0.011000,0.033000
USA,USA-DK-0002-0001,125440,0.000250,31.360000,0.000210,26.342400
USA,USA-DK-0001-0001,25000,0.000250,6.250000,0.000210,5.250000
USA,USA-DK-0003-0001,300000,0.000250,75.000000,0.000210,63.000000
Total,-,-,254.06,-,218.8254
