HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,157,0.010000,1.570000,0.011000,1.727000
USA,USA-SD-0001-0001,12560,0.000250,3.140000,0.000210,2.637600
USA,USA-VM-0001-0001,312,0.125000,39.000000,0.106000,33.072000
USA,USA-NW-0001-0001,1,0.150000,0.150000,0.011000,0.011000
USA,USA-NW-0002-0001,156,0.036400,5.678400,0.023300,3.634800
USA,USA-DK-0001-0001,18840,0.000250,4.710000,0.000210,3.956400
Total,-,-,54.2484,-,45.0388
