HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,744,0.010000,7.440000,0.011000,8.184000
USA,USA-SD-0001-0001,29760,0.000250,7.440000,0.000210,6.249600
USA,USA-NW-0001-0001,6,0.150000,0.900000,0.011000,0.066000
USA,USA-VM-0001-0003,744,0.497000,369.768000,0.425000,316.200000
USA,USA-DK-0003-0001,59520,0.000250,14.880000,0.000210,12.499200
Total,-,-,400.428,-,343.1988
