HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,7440,0.010000,74.400000,0.011000,81.840000
USA,USA-DK-0003-0002,446400,0.000250,111.600000,0.000210,93.744000
USA,USA-SD-0001-0001,327360,0.000250,81.840000,0.000210,68.745600
USA,USA-DK-0002-0001,89280,0.000250,22.320000,0.000210,18.748800
USA,USA-DK-0001-0001,1726080,0.000250,431.520000,0.000210,362.476800
USA,USA-DK-0003-0001,327360,0.000250,81.840000,0.000210,68.745600
Total,-,-,803.52,-,694.3008
