HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,744,0.010000,7.440000,0.011000,8.184000
USA,USA-SD-0001-0001,59520,0.000250,14.880000,0.000210,12.499200
USA,USA-VM-0001-0002,744,0.249000,185.256000,0.213000,158.472000
USA,USA-NW-0001-0001,3,0.150000,0.450000,0.011000,0.033000
USA,USA-VM-0001-0004,744,0.995000,740.280000,0.850000,632.400000
USA,USA-DK-0001-0001,401760,0.000250,100.440000,0.000210,84.369600
Total,-,-,1048.746,-,895.9578
