HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,2232,0.010000,22.320000,0.011000,24.552000
USA,USA-VM-0001-0011,2232,2.000000,4464.000000,1.700000,3794.400000
USA,USA-SD-0001-0001,22320,0.000250,5.580000,0.000210,4.687200
USA,USA-NW-0001-0001,0,0.150000,0.000000,0.011000,0.000000
USA,USA-DK-0002-0001,14880,0.000250,3.720000,0.000210,3.124800
USA,USA-DK-0003-0001,7440,0.000250,1.860000,0.000210,1.562400
Total,-,-,4497.48,-,3828.3264
