HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,744,0.010000,7.440000,0.011000,8.184000
USA,USA-SD-0001-0001,37200,0.000250,9.300000,0.000210,7.812000
USA,USA-DK-0003-0002,148800,0.000250,37.200000,0.000210,31.248000
USA,USA-VM-0001-0002,744,0.249000,185.256000,0.213000,158.472000
USA,USA-VM-0001-0001,2230,0.125000,278.750000,0.106000,236.380000
USA,USA-NW-0001-0001,0,0.150000,0.000000,0.011000,0.000000
USA,USA-DK-0001-0001,297600,0.000250,74.400000,0.000210,62.496000
USA,USA-DK-0003-0001,29760,0.000250,7.440000,0.000210,6.249600
Total,-,-,599.786,-,510.8416
