HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,828,0.010000,8.280000,0.011000,9.108000
USA,USA-SD-0001-0001,12530,0.000250,3.132500,0.000210,2.631300
USA,USA-VM-0001-0002,219,0.249000,54.531000,0.213000,46.647000
USA,USA-NW-0001-0001,3,0.150000,0.450000,0.011000,0.033000
USA,USA-VM-0001-0004,203,0.995000,201.985000,0.850000,172.550000
USA,USA-DK-0001-0001,46500,0.000250,11.625000,0.000210,9.765000
USA,USA-DK-0003-0001,2010,0.000250,0.502500,0.000210,0.422100
Total,-,-,280.506,-,241.1564
