HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-SD-0001-0001,14880,0.000250,3.720000,0.000210,3.124800
USA,USA-DK-0002-0001,7440,0.000250,1.860000,0.000210,1.562400
USA,USA-DK-0001-0001,44640,0.000250,11.160000,0.000210,9.374400
Total,-,-,16.74,-,14.0616
