HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,4290,0.010000,42.900000,0.011000,47.190000
USA,USA-NW-0001-0001,1,0.150000,0.150000,0.011000,0.011000
USA,USA-DK-0003-0001,1639440,0.000250,409.860000,0.000210,344.282400
USA,USA-DK-0003-0002,12738900,0.000250,3184.725000,0.000210,2675.169000
USA,USA-SD-0001-0001,149280,0.000250,37.320000,0.000210,31.348800
USA,USA-DK-0002-0001,44640,0.000250,11.160000,0.000210,9.374400
USA,USA-VM-0001-0004,3681,0.995000,3662.595000,0.850000,3128.850000
USA,USA-DK-0001-0001,1444500,0.000250,361.125000,0.000210,303.345000
Total,-,-,7709.835,-,6539.5706
