HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,277,0.010000,2.770000,0.011000,3.047000
USA,USA-VM-0001-0011,277,2.000000,554.000000,1.700000,470.900000
USA,USA-SD-0001-0001,2770,0.000250,0.692500,0.000210,0.581700
USA,USA-DK-0001-0001,1108000,0.000250,277.000000,0.000210,232.680000
Total,-,-,834.4625,-,707.2087
