HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,744,0.010000,7.440000,0.011000,8.184000
USA,USA-SD-0001-0001,186000,0.000250,46.500000,0.000210,39.060000
USA,USA-VM-0001-0001,4460,0.125000,557.500000,0.106000,472.760000
USA,USA-NW-0001-0001,0,0.150000,0.000000,0.011000,0.000000
USA,USA-DK-0001-0001,595200,0.000250,148.800000,0.000210,124.992000
Total,-,-,760.24,-,644.996
