HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,744,0.010000,7.440000,0.011000,8.184000
USA,USA-SD-0001-0001,14880,0.000250,3.720000,0.000210,3.124800
USA,USA-VM-0001-0001,554,0.125000,69.250000,0.106000,58.724000
Total,-,-,80.41,-,70.0328
