HostRegion,Product ID,Unit,USD List Price(per unit),USD List Price,USD Transfer Price(per unit),USD Transfer Price
USA,USA-IP-0001-0001,3720,0.010000,37.200000,0.011000,40.920000
USA,USA-SD-0001-0001,238080,0.000250,59.520000,0.000210,49.996800
USA,USA-DK-0001-0001,96720,0.000250,24.180000,0.000210,20.311200
Total,-,-,120.9,-,111.228
