1.VM Usage
,Max VMs:,2784
,Running VMs(Economy Equivalent):,9
,Stopped VMs(Economy Equivalent):,24
,Deployable(Economy):,2775
,Deployable(including stopped VMs):,2751
,Deployed VMs:,49
,Economy:,19
,Standard:,7
,Advanced:,0
,High-perf:,0
,Firewall:,0
,SLB:,0
,VSYS:,15

2. Disk Usage
,Total Disk Space(TB):,16.0
,In Use(TB):,3.6
,Zero Clearing(TB):,0.0
,Free Disk Space(TB):,12.4
,Free Disk Space(%):,77.5

3. OS Usage
Running
,CentOS 5.4,0
,CentOS5.4,0
,CentOS5.6,0
,CentOS6.0,0
,CentOS6.2,0
,RHEL5.7,0
,RHEL6.2,0
,VCIS,0
,Win2003SE,0
,Win2003SV,0
,Win2008EE,1
,Win2008SE,2
,others,12

Stopped
,CentOS 5.4,0
,CentOS5.4,0
,CentOS5.6,0
,CentOS6.0,0
,CentOS6.2,10
,RHEL5.7,0
,RHEL6.2,8
,VCIS,0
,Win2003SE,2
,Win2003SV,0
,Win2008EE,0
,Win2008SE,0
,others,14
