HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-NW-0001-0001,19,0.121000,2.299000,0.007100,0.134900
UKI,UKI-VM-0001-0003,1488,0.320000,476.160000,0.272400,405.331200
UKI,UKI-SD-0001-0001,208320,0.000160,33.331200,0.000130,27.081600
UKI,UKI-DK-0001-0001,372000,0.000160,59.520000,0.000130,48.360000
UKI,UKI-VM-0001-0004,744,0.640000,476.160000,0.544900,405.405600
UKI,UKI-IP-0001-0001,7440,0.008000,59.520000,0.007100,52.824000
UKI,UKI-VM-0001-0002,744,0.160000,119.040000,0.136500,101.556000
Total,-,-,1226.0302,-,1040.6933
