HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-DK-0003-0001,44640,0.000160,7.142400,0.000130,5.803200
UKI,UKI-DK-0002-0001,66960,0.000160,10.713600,0.000130,8.704800
UKI,UKI-IP-0001-0001,744,0.008000,5.952000,0.007100,5.282400
UKI,UKI-SD-0001-0001,37200,0.000160,5.952000,0.000130,4.836000
Total,-,-,29.76,-,24.6264
