HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-NW-0001-0001,17,0.121000,2.057000,0.007100,0.120700
UKI,UKI-DK-0003-0001,2080,0.000160,0.332800,0.000130,0.270400
UKI,UKI-SD-0001-0001,29040,0.000160,4.646400,0.000130,3.775200
UKI,UKI-IP-0001-0001,424,0.008000,3.392000,0.007100,3.010400
UKI,UKI-VM-0001-0002,314,0.160000,50.240000,0.136500,42.861000
Total,-,-,60.6682,-,50.0377
