HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,GBP Transfer Price(per unit),GBP Transfer Price
DEU,DEU-DK-0001-0001,6795960,0.000190,1291.232400,0.000130,883.474800
DEU,DEU-IP-0001-0001,2232,0.010000,22.320000,0.007100,15.847200
DEU,DEU-DK-0003-0001,89280,0.000190,16.963200,0.000130,11.606400
DEU,DEU-NW-0001-0001,2820,0.010200,28.764000,0.007100,20.022000
DEU,DEU-VM-0001-0004,1488,0.787300,1171.502400,0.544900,810.811200
DEU,DEU-VM-0001-0003,1488,0.393600,585.676800,0.272400,405.331200
DEU,DEU-SD-0001-0001,119040,0.000190,22.617600,0.000130,15.475200
Total,-,-,3139.0764,-,2162.568
