HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-IP-0001-0001,633,0.008000,5.064000,0.007100,4.494300
UKI,UKI-SD-0001-0001,6330,0.000160,1.012800,0.000130,0.822900
Total,-,-,6.0768,-,5.3172
