HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-VM-0001-0001,308,0.080000,24.640000,0.067900,20.913200
UKI,UKI-DK-0002-0001,277980,0.000160,44.476800,0.000130,36.137400
UKI,UKI-SD-0001-0001,313540,0.000160,50.166400,0.000130,40.760200
UKI,UKI-DK-0001-0001,22320,0.000160,3.571200,0.000130,2.901600
Total,-,-,122.8544,-,100.7124
