HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-IP-0001-0001,1488,0.008000,11.904000,0.007100,10.564800
UKI,UKI-SD-0001-0001,238080,0.000160,38.092800,0.000130,30.950400
UKI,UKI-DK-0001-0001,1495440,0.000160,239.270400,0.000130,194.407200
Total,-,-,289.2672,-,235.9224
