HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-VM-0001-0001,580,0.080000,46.400000,0.067900,39.382000
UKI,UKI-IP-0001-0001,580,0.008000,4.640000,0.007100,4.118000
UKI,UKI-SD-0001-0001,75400,0.000160,12.064000,0.000130,9.802000
Total,-,-,63.104,-,53.302
