HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-DK-0003-0001,59520,0.000160,9.523200,0.000130,7.737600
UKI,UKI-IP-0001-0001,1488,0.008000,11.904000,0.007100,10.564800
UKI,UKI-SD-0001-0001,89280,0.000160,14.284800,0.000130,11.606400
Total,-,-,35.712,-,29.9088
