HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-NW-0001-0001,49,0.121000,5.929000,0.007100,0.347900
UKI,UKI-VM-0001-0003,744,0.320000,238.080000,0.272400,202.665600
UKI,UKI-IP-0001-0001,5208,0.008000,41.664000,0.007100,36.976800
UKI,UKI-SD-0001-0001,178560,0.000160,28.569600,0.000130,23.212800
UKI,UKI-VM-0001-0002,2232,0.160000,357.120000,0.136500,304.668000
UKI,UKI-DK-0001-0001,446400,0.000160,71.424000,0.000130,58.032000
Total,-,-,742.7866,-,625.9031
