HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-NW-0001-0001,0,0.121000,0.000000,0.007100,0.000000
UKI,UKI-DK-0003-0001,46400,0.000160,7.424000,0.000130,6.032000
UKI,UKI-IP-0001-0001,580,0.008000,4.640000,0.007100,4.118000
UKI,UKI-SD-0001-0001,46400,0.000160,7.424000,0.000130,6.032000
UKI,UKI-VM-0001-0002,1160,0.160000,185.600000,0.136500,158.340000
Total,-,-,205.088,-,174.522
