ContractID,HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
Y3RXE7SE,UKI,UKI-VM-0001-0001,242,0.080000,19.360000,0.067900,16.431800
Y3RXE7SE,UKI,UKI-VM-0001-0002,726,0.160000,116.160000,0.136500,99.099000
Y3RXE7SE,UKI,UKI-IP-0001-0001,1488,0.008000,11.904000,0.007100,10.564800
YL8I2WAU,UKI,UKI-VM-0001-0001,537,0.080000,42.960000,0.067900,36.462300
YL8I2WAU,UKI,UKI-NW-0001-0001,0,0.121000,0.000000,0.007100,0.000000
YL8I2WAU,UKI,UKI-IP-0001-0001,537,0.008000,4.296000,0.007100,3.812700
YL8I2WAU,UKI,UKI-SD-0001-0001,21480,0.000160,3.436800,0.000130,2.792400
Z91Y5I9A,UKI,UKI-NW-0001-0001,4,0.121000,0.484000,0.007100,0.028400
Z91Y5I9A,UKI,UKI-DK-0003-0001,71040,0.000160,11.366400,0.000130,9.235200
Z91Y5I9A,UKI,UKI-VM-0001-0003,444,0.320000,142.080000,0.272400,120.945600
Z91Y5I9A,UKI,UKI-SD-0001-0001,17760,0.000160,2.841600,0.000130,2.308800
Z91Y5I9A,UKI,UKI-DK-0001-0001,97680,0.000160,15.628800,0.000130,12.698400
Z91Y5I9A,UKI,UKI-DK-0003-0002,293040,0.000160,46.886400,0.000130,38.095200
Z91Y5I9A,UKI,UKI-IP-0001-0001,434,0.008000,3.472000,0.007100,3.081400
ZRHTO27K,UKI,UKI-NW-0001-0001,214,0.121000,25.894000,0.007100,1.519400
ZRHTO27K,UKI,UKI-DK-0002-0001,29760,0.000160,4.761600,0.000130,3.868800
ZRHTO27K,UKI,UKI-SD-0001-0001,267840,0.000160,42.854400,0.000130,34.819200
ZRHTO27K,UKI,UKI-DK-0001-0001,1302000,0.000160,208.320000,0.000130,169.260000
ZRHTO27K,UKI,UKI-VM-0001-0004,2976,0.640000,1904.640000,0.544900,1621.622400
ZRHTO27K,UKI,UKI-IP-0001-0001,2976,0.008000,23.808000,0.007100,21.129600
ZRHTO27K,UKI,UKI-VM-0001-0002,3720,0.160000,595.200000,0.136500,507.780000
