HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-IP-0001-0001,1488,0.008000,11.904000,0.007100,10.564800
UKI,UKI-SD-0001-0001,126480,0.000160,20.236800,0.000130,16.442400
UKI,UKI-DK-0001-0001,1785600,0.000160,285.696000,0.000130,232.128000
Total,-,-,317.8368,-,259.1352
