HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-NW-0001-0001,18,0.121000,2.178000,0.007100,0.127800
UKI,UKI-IP-0001-0001,1488,0.008000,11.904000,0.007100,10.564800
UKI,UKI-SD-0001-0001,29760,0.000160,4.761600,0.000130,3.868800
UKI,UKI-VM-0001-0002,744,0.160000,119.040000,0.136500,101.556000
Total,-,-,137.8836,-,116.1174
