HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-SD-0001-0001,119040,0.000160,19.046400,0.000130,15.475200
UKI,UKI-DK-0001-0001,29760,0.000160,4.761600,0.000130,3.868800
Total,-,-,23.808,-,19.344
