HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-NW-0001-0001,0,0.121000,0.000000,0.007100,0.000000
UKI,UKI-VM-0001-0003,3,0.320000,0.960000,0.272400,0.817200
UKI,UKI-SD-0001-0001,67090,0.000160,10.734400,0.000130,8.721700
UKI,UKI-DK-0001-0001,231460,0.000160,37.033600,0.000130,30.089800
UKI,UKI-VM-0001-0001,539,0.080000,43.120000,0.067900,36.598100
UKI,UKI-VM-0001-0002,3,0.160000,0.480000,0.136500,0.409500
UKI,UKI-IP-0001-0001,744,0.008000,5.952000,0.007100,5.282400
Total,-,-,98.28,-,81.9187
