HostRegion,Product ID,Unit,GBP List Price(per unit),GBP List Price,GBP Transfer Price(per unit),GBP Transfer Price
UKI,UKI-IP-0001-0001,744,0.008000,5.952000,0.007100,5.282400
UKI,UKI-SD-0001-0001,89280,0.000160,14.284800,0.000130,11.606400
UKI,UKI-DK-0001-0001,111600,0.000160,17.856000,0.000130,14.508000
Total,-,-,38.0928,-,31.3968
