HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,GBP Transfer Price(per unit),GBP Transfer Price
DEU,DEU-DK-0001-0001,297600,0.000190,56.544000,0.000130,38.688000
DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.007100,5.282400
DEU,DEU-VM-0001-0001,744,0.098200,73.060800,0.067900,50.517600
DEU,DEU-NW-0001-0001,49,0.010200,0.499800,0.007100,0.347900
DEU,DEU-VM-0001-0003,744,0.393600,292.838400,0.272400,202.665600
DEU,DEU-SD-0001-0001,37200,0.000190,7.068000,0.000130,4.836000
Total,-,-,437.451,-,302.3375
