Total,16761600,16761600,islandb-cbrm
Free,11351040,11350528,islandb-cbrm
Zero,0,0,islandb-cbrm
Total,16761600,16761600,islanda-cbrm
Free,5456128,5455616,islanda-cbrm
Zero,0,0,islanda-cbrm
Total,318470400,318470400,islandf-cbrm
Free,314669824,314659584,islandf-cbrm
Zero,0,0,islandf-cbrm
