HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-VM-0001-0004,1783,1.226100,2186.136300,1.043600,1860.738800
SIN,SIN-NW-0001-0001,33,0.015900,0.524700,0.013500,0.445500
SIN,SIN-IP-0001-0001,1576,0.015900,25.058400,0.013500,21.276000
SIN,SIN-DK-0001-0001,3982000,0.000300,1194.600000,0.000250,995.500000
SIN,SIN-SD-0001-0001,71760,0.000300,21.528000,0.000250,17.940000
Total,-,-,3427.8474,-,2895.9003
