HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-NW-0001-0001,25,0.015900,0.397500,0.013500,0.337500
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.013500,10.044000
SIN,SIN-SD-0001-0001,7440,0.000300,2.232000,0.000250,1.860000
SIN,SIN-VM-0001-0001,744,0.153300,114.055200,0.130100,96.794400
Total,-,-,128.5143,-,109.0359
