HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.013500,0.000000
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.013500,10.044000
SIN,SIN-SD-0001-0001,7291,0.000300,2.187300,0.000250,1.822750
SIN,SIN-VM-0001-0001,744,0.153300,114.055200,0.130100,96.794400
Total,-,-,128.0721,-,108.66115
