HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.013500,10.044000
SIN,SIN-DK-0001-0001,29760,0.000300,8.928000,0.000250,7.440000
SIN,SIN-SD-0001-0001,74400,0.000300,22.320000,0.000250,18.600000
SIN,SIN-NW-0002-0001,744,0.033700,25.072800,0.028600,21.278400
SIN,SIN-DK-0003-0001,37200,0.000300,11.160000,0.000250,9.300000
Total,-,-,79.3104,-,66.6624
