HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-VM-0001-0002,1488,0.306500,456.072000,0.261500,389.112000
SIN,SIN-NW-0001-0001,1,0.015900,0.015900,0.013500,0.013500
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.013500,10.044000
SIN,SIN-DK-0001-0001,758880,0.000300,227.664000,0.000250,189.720000
SIN,SIN-SD-0001-0001,29760,0.000300,8.928000,0.000250,7.440000
Total,-,-,704.5095,-,596.3295
