HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-DK-0002-0001,37200,0.000300,11.160000,0.000250,9.300000
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.013500,0.000000
SIN,SIN-IP-0001-0001,3720,0.015900,59.148000,0.013500,50.220000
SIN,SIN-DK-0001-0001,141360,0.000300,42.408000,0.000250,35.340000
SIN,SIN-VM-0001-0001,744,0.153300,114.055200,0.130100,96.794400
SIN,SIN-DK-0003-0001,74400,0.000300,22.320000,0.000250,18.600000
SIN,SIN-SD-0001-0001,96720,0.000300,29.016000,0.000250,24.180000
Total,-,-,278.1072,-,234.4344
