HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-DK-0002-0001,44640,0.000300,13.392000,0.000250,11.160000
SIN,SIN-DK-0001-0001,14880,0.000300,4.464000,0.000250,3.720000
SIN,SIN-SD-0001-0001,44640,0.000300,13.392000,0.000250,11.160000
Total,-,-,31.248,-,26.04
