HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-IP-0001-0001,2112,0.015900,33.580800,0.013500,28.512000
SIN,SIN-VM-0001-0003,690,0.613100,423.039000,0.521800,360.042000
SIN,SIN-DK-0001-0001,741880,0.000300,222.564000,0.000250,185.470000
SIN,SIN-NW-0002-0001,178,0.033700,5.998600,0.028600,5.090800
SIN,SIN-NW-0001-0001,197,0.015900,3.132300,0.013500,2.659500
SIN,SIN-SD-0001-0001,73700,0.000300,22.110000,0.000250,18.425000
SIN,SIN-VM-0001-0001,184,0.153300,28.207200,0.130100,23.938400
Total,-,-,738.6319,-,624.1377
