HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-VM-0001-0004,560,1.226100,686.616000,1.043600,584.416000
SIN,SIN-DK-0003-0002,10700,0.000300,3.210000,0.000250,2.675000
SIN,SIN-IP-0001-0001,1544,0.015900,24.549600,0.013500,20.844000
SIN,SIN-VM-0001-0003,838,0.613100,513.777800,0.521800,437.268400
SIN,SIN-DK-0001-0001,238600,0.000300,71.580000,0.000250,59.650000
SIN,SIN-DK-0002-0001,55800,0.000300,16.740000,0.000250,13.950000
SIN,SIN-NW-0001-0001,1,0.015900,0.015900,0.013500,0.013500
SIN,SIN-SD-0001-0001,116000,0.000300,34.800000,0.000250,29.000000
Total,-,-,1351.2893,-,1147.8169
