HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-VM-0001-0002,744,0.306500,228.036000,0.261500,194.556000
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.013500,0.000000
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.013500,10.044000
SIN,SIN-DK-0001-0001,148800,0.000300,44.640000,0.000250,37.200000
SIN,SIN-SD-0001-0001,29760,0.000300,8.928000,0.000250,7.440000
Total,-,-,293.4336,-,249.24
