HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-VM-0001-0002,744,0.306500,228.036000,0.261500,194.556000
SIN,SIN-NW-0001-0001,8,0.015900,0.127200,0.013500,0.108000
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.013500,10.044000
SIN,SIN-DK-0001-0001,37200,0.000300,11.160000,0.000250,9.300000
SIN,SIN-SD-0001-0001,29760,0.000300,8.928000,0.000250,7.440000
Total,-,-,260.0808,-,221.448
