HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-VM-0001-0004,30,1.226100,36.783000,1.043600,31.308000
SIN,SIN-DK-0002-0001,14880,0.000300,4.464000,0.000250,3.720000
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.013500,0.000000
SIN,SIN-DK-0003-0002,37200,0.000300,11.160000,0.000250,9.300000
SIN,SIN-IP-0001-0001,8184,0.015900,130.125600,0.013500,110.484000
SIN,SIN-DK-0001-0001,558000,0.000300,167.400000,0.000250,139.500000
SIN,SIN-SD-0001-0001,162637,0.000300,48.791100,0.000250,40.659250
Total,-,-,398.7237,-,334.97125
