HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,SGD Transfer Price(per unit),SGD Transfer Price
SIN,SIN-DK-0003-0002,8420,0.000300,2.526000,0.000250,2.105000
SIN,SIN-IP-0001-0001,1025,0.015900,16.297500,0.013500,13.837500
SIN,SIN-DK-0001-0001,32670,0.000300,9.801000,0.000250,8.167500
SIN,SIN-NW-0002-0001,91,0.033700,3.066700,0.028600,2.602600
SIN,SIN-DK-0002-0001,83440,0.000300,25.032000,0.000250,20.860000
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.013500,0.000000
SIN,SIN-SD-0001-0001,136300,0.000300,40.890000,0.000250,34.075000
SIN,SIN-VM-0001-0001,280,0.153300,42.924000,0.130100,36.428000
Total,-,-,140.5372,-,118.0756
