HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-DK-0001-0001,55500,0.000190,10.545000,0.000160,8.880000
DEU,DEU-IP-0001-0001,111,0.010000,1.110000,0.008700,0.965700
DEU,DEU-SD-0001-0001,4440,0.000190,0.843600,0.000160,0.710400
Total,-,-,12.4986,-,10.5561
