HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
DEU,DEU-SD-0001-0001,16960,0.000190,3.222400,0.000160,2.713600
Total,-,-,10.6624,-,9.1864
