HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-DK-0001-0001,297600,0.000190,56.544000,0.000160,47.616000
DEU,DEU-SD-0001-0001,119040,0.000190,22.617600,0.000160,19.046400
Total,-,-,79.1616,-,66.6624
