HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-DK-0001-0001,5310,0.000190,1.008900,0.000160,0.849600
DEU,DEU-IP-0001-0001,1575,0.010000,15.750000,0.008700,13.702500
DEU,DEU-VM-0001-0012,1,3.149400,3.149400,0.000000,0.000000
DEU,DEU-VM-0001-0001,197,0.098200,19.345400,0.083500,16.449500
DEU,DEU-SD-0001-0001,125280,0.000190,23.803200,0.000160,20.044800
DEU,DEU-DK-0002-0001,84720,0.000190,16.096800,0.000160,13.555200
Total,-,-,79.1537,-,64.6016
