HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-VM-0001-0002,744,0.973000,723.912000,0.167700,124.768800
DEU,DEU-NW-0001-0001,0,0.010200,0.000000,0.008700,0.000000
DEU,DEU-DK-0001-0001,186000,0.000190,35.340000,0.000160,29.760000
DEU,DEU-IP-0001-0001,2232,0.010000,22.320000,0.008700,19.418400
DEU,DEU-VM-0001-0003,744,0.393600,292.838400,0.334600,248.942400
DEU,DEU-SD-0001-0001,22320,0.000190,4.240800,0.000160,3.571200
DEU,DEU-DK-0002-0001,7440,0.000190,1.413600,0.000160,1.190400
Total,-,-,1080.0648,-,427.6512
