ContractID,HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
AXE0X2WT,DEU,DEU-NW-0002-0001,2276,0.021500,48.934000,0.018300,41.650800
AXE0X2WT,DEU,DEU-DK-0003-0001,89280,0.000190,16.963200,0.000160,14.284800
AXE0X2WT,DEU,DEU-VM-0001-0004,744,0.787300,585.751200,0.669200,497.884800
AXE0X2WT,DEU,DEU-NW-0001-0001,40,0.010200,0.408000,0.008700,0.348000
AXE0X2WT,DEU,DEU-VM-0001-0003,950,0.393600,373.920000,0.334600,317.870000
AXE0X2WT,DEU,DEU-SD-0001-0001,520800,0.000190,98.952000,0.000160,83.328000
AXE0X2WT,-,Total,-,-,7517.444,-,2473.0106
BGTS2Y5P,DEU,DEU-NW-0001-0001,0,0.010200,0.000000,0.008700,0.000000
BGTS2Y5P,DEU,DEU-DK-0001-0001,37200,0.000190,7.068000,0.000160,5.952000
BGTS2Y5P,DEU,DEU-IP-0001-0001,734,0.010000,7.340000,0.008700,6.385800
BGTS2Y5P,DEU,DEU-SD-0001-0001,29760,0.000190,5.654400,0.000160,4.761600
BGTS2Y5P,DEU,DEU-VM-0001-0001,743,0.098200,72.962600,0.083500,62.040500
BGTS2Y5P,-,Total,-,-,93.025,-,79.1399
BMHLENUS,DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
BMHLENUS,DEU,DEU-SD-0001-0001,29760,0.000190,5.654400,0.000160,4.761600
BMHLENUS,-,Total,-,-,13.0944,-,11.2344
CYHW5IZ0,DEU,DEU-VM-0001-0002,744,0.973000,723.912000,0.167700,124.768800
CYHW5IZ0,DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
CYHW5IZ0,DEU,DEU-SD-0001-0001,7291,0.000190,1.385290,0.000160,1.166560
CYHW5IZ0,DEU,DEU-DK-0003-0001,7440,0.000190,1.413600,0.000160,1.190400
CYHW5IZ0,-,Total,-,-,734.15089,-,133.59856
DLSR8FW1,DEU,DEU-DK-0001-0001,357120,0.000190,67.852800,0.000160,57.139200
DLSR8FW1,DEU,DEU-IP-0001-0001,1488,0.010000,14.880000,0.008700,12.945600
DLSR8FW1,DEU,DEU-VM-0001-0001,2232,0.098200,219.182400,0.083500,186.372000
DLSR8FW1,DEU,DEU-DK-0002-0001,59520,0.000190,11.308800,0.000160,9.523200
DLSR8FW1,DEU,DEU-NW-0001-0001,1,0.010200,0.010200,0.008700,0.008700
DLSR8FW1,DEU,DEU-VM-0001-0003,744,0.393600,292.838400,0.334600,248.942400
DLSR8FW1,DEU,DEU-SD-0001-0001,119040,0.000190,22.617600,0.000160,19.046400
DLSR8FW1,-,Total,-,-,628.6902,-,533.9775
DXCJHESZ,DEU,DEU-NW-0001-0001,2,0.010200,0.020400,0.008700,0.017400
DXCJHESZ,DEU,DEU-DK-0001-0001,22320,0.000190,4.240800,0.000160,3.571200
DXCJHESZ,DEU,DEU-VM-0001-0003,1488,0.393600,585.676800,0.334600,497.884800
DXCJHESZ,DEU,DEU-IP-0001-0001,2232,0.010000,22.320000,0.008700,19.418400
DXCJHESZ,DEU,DEU-SD-0001-0001,74400,0.000190,14.136000,0.000160,11.904000
DXCJHESZ,-,Total,-,-,626.394,-,532.7958
E6ZNTK3I,DEU,DEU-VM-0001-0002,744,0.973000,723.912000,0.167700,124.768800
E6ZNTK3I,DEU,DEU-DK-0001-0001,267840,0.000190,50.889600,0.000160,42.854400
E6ZNTK3I,DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
E6ZNTK3I,DEU,DEU-VM-0001-0001,744,0.098200,73.060800,0.083500,62.124000
E6ZNTK3I,DEU,DEU-NW-0001-0001,5,0.010200,0.051000,0.008700,0.043500
E6ZNTK3I,DEU,DEU-VM-0001-0003,744,0.393600,292.838400,0.334600,248.942400
E6ZNTK3I,DEU,DEU-SD-0001-0001,89280,0.000190,16.963200,0.000160,14.284800
E6ZNTK3I,-,Total,-,-,1165.155,-,499.4907
EDTK6TIV,DEU,DEU-SD-0001-0001,1280,0.000190,0.243200,0.000160,0.204800
EDTK6TIV,DEU,DEU-VM-0001-0001,2,0.098200,0.196400,0.083500,0.167000
EDTK6TIV,-,Total,-,-,0.4396,-,0.3718
ETX7MV9B,DEU,DEU-VM-0001-0002,1488,0.973000,1447.824000,0.167700,249.537600
ETX7MV9B,DEU,DEU-NW-0001-0001,15,0.010200,0.153000,0.008700,0.130500
ETX7MV9B,DEU,DEU-DK-0001-0001,446400,0.000190,84.816000,0.000160,71.424000
ETX7MV9B,DEU,DEU-IP-0001-0001,1488,0.010000,14.880000,0.008700,12.945600
ETX7MV9B,DEU,DEU-DK-0003-0001,22320,0.000190,4.240800,0.000160,3.571200
ETX7MV9B,DEU,DEU-SD-0001-0001,29760,0.000190,5.654400,0.000160,4.761600
ETX7MV9B,DEU,DEU-DK-0002-0001,14880,0.000190,2.827200,0.000160,2.380800
ETX7MV9B,-,Total,-,-,1560.3954,-,344.7513
FGT6QD3U,DEU,DEU-VM-0001-0002,744,0.973000,723.912000,0.167700,124.768800
FGT6QD3U,DEU,DEU-NW-0001-0001,0,0.010200,0.000000,0.008700,0.000000
FGT6QD3U,DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
FGT6QD3U,DEU,DEU-SD-0001-0001,29760,0.000190,5.654400,0.000160,4.761600
FGT6QD3U,-,Total,-,-,737.0064,-,136.0032
FJ0UDJBC,DEU,DEU-DK-0001-0001,96720,0.000190,18.376800,0.000160,15.475200
FJ0UDJBC,DEU,DEU-IP-0001-0001,8184,0.010000,81.840000,0.008700,71.200800
FJ0UDJBC,DEU,DEU-DK-0003-0001,37200,0.000190,7.068000,0.000160,5.952000
