HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-IP-0001-0001,1488,0.010000,14.880000,0.008700,12.945600
DEU,DEU-SD-0001-0001,14880,0.000190,2.827200,0.000160,2.380800
DEU,DEU-DK-0002-0001,7440,0.000190,1.413600,0.000160,1.190400
Total,-,-,19.1208,-,16.5168
