HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-VM-0001-0004,230,0.787300,181.079000,0.669200,153.916000
DEU,DEU-DK-0001-0001,23000,0.000190,4.370000,0.000160,3.680000
DEU,DEU-IP-0001-0001,230,0.010000,2.300000,0.008700,2.001000
DEU,DEU-SD-0001-0001,9200,0.000190,1.748000,0.000160,1.472000
Total,-,-,189.497,-,161.069
