HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-NW-0001-0001,16,0.010200,0.163200,0.008700,0.139200
DEU,DEU-DK-0001-0001,7440,0.000190,1.413600,0.000160,1.190400
DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
DEU,DEU-SD-0001-0001,7440,0.000190,1.413600,0.000160,1.190400
DEU,DEU-VM-0001-0001,744,0.098200,73.060800,0.083500,62.124000
Total,-,-,83.4912,-,71.1168
