HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-VM-0001-0004,298,0.787300,234.615400,0.669200,199.421600
DEU,DEU-NW-0001-0001,1,0.010200,0.010200,0.008700,0.008700
DEU,DEU-DK-0001-0001,372000,0.000190,70.680000,0.000160,59.520000
DEU,DEU-IP-0001-0001,744,0.010000,7.440000,0.008700,6.472800
DEU,DEU-SD-0001-0001,29760,0.000190,5.654400,0.000160,4.761600
Total,-,-,318.4,-,270.1847
