HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-SD-0001-0001,1280,0.000190,0.243200,0.000160,0.204800
DEU,DEU-VM-0001-0001,2,0.098200,0.196400,0.083500,0.167000
Total,-,-,0.4396,-,0.3718
