HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-DK-0002-0001,59520,0.000190,11.308800,0.000160,9.523200
Total,-,-,11.3088,-,9.5232
