HostRegion,Product ID,Unit,EUR List Price(per unit),EUR List Price,EUR Transfer Price(per unit),EUR Transfer Price
DEU,DEU-DK-0001-0001,510500,0.000190,96.995000,0.000160,81.680000
DEU,DEU-IP-0001-0001,532,0.010000,5.320000,0.008700,4.628400
DEU,DEU-SD-0001-0001,40200,0.000190,7.638000,0.000160,6.432000
Total,-,-,109.953,-,92.7404
