HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,JPY Transfer Price(per unit),JPY Transfer Price
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.000000,0.000000
SIN,SIN-IP-0001-0001,365,0.015900,5.803500,0.000000,0.000000
SIN,SIN-SD-0001-0001,3660,0.000300,1.098000,0.000000,0.000000
SIN,SIN-VM-0001-0001,353,0.153300,54.114900,0.000000,0.000000
Total,-,-,61.0164,-,0
